Employee_ID,Employee_Name,Manager_Employee_ID,Gender,Date_Of_Birth,Mail_ID,Department,Designation,Region_Location,Source_Of_Hiring,Cost_Per_Hire,Experience_Type,Date_Of_Joining,Last_Working_Date,Total_Working_Days,Days_Present,Sick_Leaves_Taken,Casual_Leaves_Taken,Unplanned_Absences,Late_Arrival_Count,Reason_For_Leaving,Employment_Status,Work_Mode,Transportation_Type,Annual_CTC,Training_Hours,Overtime_Hours,Productivity_Score,KPI_Achievement_Rate,Engagement_Score,Satisfaction_Score,Flight_Risk_Indicator,Performance_Rating
EMP-0509,KARTHIK NAIR,DIR-0001,M,05-15-2005,karthik_nair@yahoo.com,Finance,MANAGER,East - Kolkata,Employee Referral,"INR 10,000",experienced,2018-08-02,,240,213.0,8,7.0,12.0,22,,Active,Onsite,Own Vehicle,26.77,43,11,68,75%,5,2,High,4.0
EMP-0510,Divya Venkatesh,EMP-0320,F,16/11/2003,divya.venkatesh@company.com,Operations,Senior Executive,South - Bangalore,Naukri,0,Fresher,15 Jan 2019,,240,219.0,6,10.0,5.0,16,,Active,HYBRID,Company Cab,21.28,45,23,71,83,5,1,High,3.0
EMP-0511,DIVYA RAO,DIR-0001,,1980-09-01,divya.rao@outlook.com,Finance,  Manager ,South - Bangalore,Company Career Site,0,Experienced,04-16-2023,,240,220.0,8 days,6.0,6.0,10,,ACTIVE,Hybrid,company cab,18.53 LPA,,39,64%,0.65,5,2,High,3.0
EMP-0512,  Manoj   Iyer ,EMP-0050,Male,16/10/1973,  manoj52@yahoo.com ,IT,assistant manager,BENGALURU,Employee Referral,5000,Experienced,12-31-2021,,240,213.0,11,9.0,7.0,13,,Active,hybrid,own vehicle,13.75,48,37,48,50,8,2,high,2.0
EMP-0513,Sneha Iyer,EMP-0240,female,04 Mar 1995,SNEHA.IYER@OUTLOOK.COM,Marketing,executive,West - Mumbai,employee referral,"INR 2,500",Fresher,12-07-2023,,240,228.0,6,6.0,0.0,5,,Active,Hybrid,own vehicle,26.35,51,9,73,77%,5,4,Low,5.0
EMP-0514,rajesh singh,EMP-0075,M,29 Aug 1986,  rajesh66@outlook.com ,Technology,  Assistant Manager ,North - Delhi,Recruitment Agency,59226,Experienced,2023/03/05,,240,226.0,3,9.0,2.0,3,,Active,Hybrid,Company Cab,24.72,67,34,63,71,5,3,Medium,3.0
EMP-0515,  Arun   Patel ,EMP-0100,Male,1977/05/24,  arun11@yahoo.com ,IT,senior executive,South - Bangalore,Naukri,0,Experienced,05-28-2024,,240,210.0,10,8.0,12.0,9,,Active,hybrid,Company Cab,4.61,21,31,61,62,8,2,High,2.0
EMP-0516,pradeep patel,EMP-0010,Male,10-24-1968,pradeep_patel@outlook.com,Human Resources,executive,BENGALURU,LinkedIn,0,experienced,12/04/2020,,240,224.0,6,9.0,1.0,3,,Active,hybrid,Own Vehicle,4.15,12,6,65%,72,3,,Medium,0.0
EMP-0517,Lakshmi Rao,EMP-0350,female,06/01/1984,lakshmi.rao@yahoo.com,Ops,team lead,West - Mumbai,Recruitment Agency,63492,Experienced,29/12/2023,,240,226.0,3,9.0,2.0,1,,Active,Hybrid,OWN VEHICLE,12.72 LPA,27,20,0.72,78%,5,5,Medium,3.0
EMP-0518,Kavitha Reddy,EMP-0200,,2006/07/21,KAVITHA.REDDY@GMAIL.COM,Sales,team lead,BENGALURU,Campus Drive,14141,Experienced,2020-06-10,,240,234.0,2,4.0,0.0,5,,active,Hybrid,OWN VEHICLE,23.36,49,19,58,72,8,3,Medium,2.0
EMP-0519,PRADEEP PATEL,EMP-0075,M,11-09-1970,PRADEEP.PATEL@GMAIL.COM,IT,Assistant Manager,North - Delhi,company career site,0,Experienced,2020/09/08,15 Nov 2021,240,224.0,3,10.0,3.0,1,Better Compensation & Benefits,Resigned,hybrid,Company Cab,"$33,228",30,25,53,54,4,Low,Medium,2.0
EMP-0520,Pooja Patel,EMP-0075,,14/09/1995,  pooja49@gmail.com ,IT,  Senior Executive ,South - Chennai,campus drive,15056,Fresher,2018/06/03,,240,224.0,5,9.0,2.0,5,,Active,Onsite,Own Vehicle,7.19,24,3,60,53,9,4,LOW,2.0
EMP-0521,KAVITHA RAO,EMP-0075,,19 Jan 1978,kavitha_rao@company.com,Technology,,chennai,Recruitment Agency,49540,Experienced,2019/12/19,,240,227.0,5,5.0,3.0,5,,Active,Onsite,Company Cab,"INR 1,805,999",35,21 hrs,60%,55%,5,,Low,4.0
EMP-0522,RAJESH SINGH,EMP-0050,M,04-07-1983,RAJESH.SINGH@GMAIL.COM,IT,SENIOR EXECUTIVE,BENGALURU,recruitment agency,56003,,15 Dec 2019,,240,231.0,5,4.0,0.0,3,,Active,Onsite,Company Cab,12.83,17,14,51,53,5,3,medium,3.0
EMP-0523,  Lakshmi   Nair ,EMP-0050,F,2002/07/18,lakshmi_nair@outlook.com,Technology,Executive,chennai,Company Career Site,0,Fresher,14 Mar 2021,,240,225.0,5,7.0,3.0,8 times,,Active,Onsite,COMPANY CAB,27.26 LPA,96,39,75,83,6,5,High,3.0
EMP-0524,POOJA REDDY,EMP-0100,female,1974/10/12,  pooja60@gmail.com ,Technology,team lead,chennai,Walk-In,0,Experienced,2018-09-14,,240,230.0,3,6.0,1.0,6,,Active,ONSITE,Own Vehicle,24.13,51,20,64,63,5,Very High,Medium,2.0
EMP-0525,sanjay singh,EMP-0200,male,1972-09-02,sanjay_singh@outlook.com,Sales & Mktg,ASSISTANT MANAGER,South - Bangalore,Company Career Site,0,EXPERIENCED,06/06/2021,11 Nov 2022,240,225.0,4,9.0,2.0,7,Work-Life Balance / Burnout,Resigned,Onsite,Company Cab,24.04,53,14,68,70%,2,4,Low,4.0
EMP-0526,Manoj Sharma,,Male,22 Aug 1987,,Engineering,MANAGER,North - Delhi,,,Experienced,2023/09/28,,240,225.0,3 days,10.0,2.0,2,,Active,Onsite,Company Cab,,23,,57%,63,6,5,,3.0
EMP-0527,MANOJ JOSHI,EMP-0050,,2001-11-25,manoj.joshi@gmail.com,IT,SENIOR EXECUTIVE,BENGALURU,Walk-In,0,Experienced,16 Mar 2019,,240,213.0,11,5.0,11.0,9,,Active,Onsite,Company Cab,13.66,87,27,80,79,8,2,High,4.0
EMP-0528,  Ramesh   Joshi ,EMP-0300,male,2003/01/23,ramesh.joshi@company.com,,TEAM LEAD,Bengaluru,LinkedIn,0,Experienced,17 Feb 2021,,240,228.0,4,7.0,1.0,3,,Active,Onsite,OWN VEHICLE,10.2,11,13,47,50,7,3,Low,3.0
EMP-0529,  Vikram   Rao ,EMP-0180,male,2006-07-03,vikram_rao@outlook.com,Sales & Mktg,EXECUTIVE,North - Delhi,Walk-In,0,Experienced,17 May 2023,2025-10-07,240,232.0,2,4.0,2.0,7,Better Career Growth,Resigned,Onsite,company cab,4.88 LPA,46,26,0.74,,3,Very High,High,4.0
EMP-0530,Sanjay Singh,EMP-0300,Male,1969/11/18,sanjay_singh@company.com,Ops,Senior Executive,South - Chennai,Naukri,0,Fresher,25 Jun 2021,,240,226.0,6,7.0,1.0,3,,Active,HYBRID,Own Vehicle,24.69,78,40,71,68,9,5,High,3.0
EMP-0531,  Ananya   Joshi ,EMP-0220,F,1996-04-03,ananya.joshi@yahoo.com,Marketing,ASSISTANT MANAGER,South - Bangalore,Campus Drive,16702,Experienced,15 Jun 2024,,240,226.0,4,8.0,2.0,4,,ACTIVE,ONSITE,Company Cab,"INR 2,342,000",47,39,63%,0.72,3,3,HIGH,2.0
EMP-0532,  Lakshmi   Kumar ,,,22/03/1984,  lakshmi78@yahoo.com ,Sales & Mktg,manager,mumbai,Naukri,0,Experienced,10-28-2022,,240,213.0,8,7.0,12.0,15,,Active,Hybrid,OWN VEHICLE,27.99,50,27,59,69,3,2,High,2.0
EMP-0533,priya iyer,DIR-0001,,07 Oct 1999,PRIYA.IYER@OUTLOOK.COM,IT,Manager,South - Chennai,LinkedIn,,Experienced,2024-06-13,,240,,,,,,,active,Onsite,Own Vehicle,"$33,504",71,25,,78%,5,2,Medium,4.0
EMP-0534,Vikram Rao,DIR-0001,F,1990-05-10,vikram.rao@outlook.com,Sales,Manager,CHENNAI,LINKEDIN,0,Experienced,2019/04/05,,240,210.0,13,6.0,11.0,8,,Active,Hybrid,Company Cab,17.11,69,1,62,64,5,1,High,1.0
EMP-0535,Vijay Nair,EMP-0010,male,04-25-1984,vijay_nair@yahoo.com,HR,assistant manager,mumbai,Recruitment Agency,67004,Experienced,2023-05-19,,240,228.0,2,7.0,3.0,4,,Active,wfh,Own Vehicle,22.34 LPA,23,24,64,74,5,5,Medium,3.0
EMP-0536,Karthik Singh,,Male,07/07/1973,KARTHIK.SINGH@GMAIL.COM,Marketing,MANAGER,North - Delhi,Recruitment Agency,77088,Experienced,08-16-2020,,240,227.0,3,8.0,2.0,1,,Active,Hybrid,Company Cab,26.65,98,2,68%,73,6,3,Low,1.0
EMP-0537,ANITHA VENKATESH,DIR-0001,Female,1986-08-25,ANITHA.VENKATESH@OUTLOOK.COM,IT,Manager,mumbai,LinkedIn,0,Experienced,15 Dec 2018,,240,217.0,6,6.0,11.0,17,,active,Hybrid,Own Vehicle,24.32,93,7,72,73%,1,1,high,1.0
EMP-0538,  Kavitha   Iyer ,EMP-0050,F,18 Apr 2004,  kavitha73@company.com ,IT,Executive,South - Bangalore,Walk-In,0,Experienced,04/04/2021,,240,229.0,5,6.0,0.0,2,,active,Hybrid,Own Vehicle,9.56,11,43,50,50,6,3,High,2.0
EMP-0539,ANITHA SHARMA,EMP-0025,female,27/08/1990,anitha_sharma@gmail.com,Human Resources,  Senior Executive ,chennai,Naukri,0,experienced,2022/05/16,15 Mar 2024,240,228.0,5,5.0,2.0,6,Better Compensation & Benefits,Inactive,Onsite,Public Transport,14.54,79,32,54,62,3,4,High,3.0
EMP-0540,  Sneha   Venkatesh ,EMP-0100,Male,14 Sep 1984,  sneha56@gmail.com ,Technology,Executive,South - Bangalore,Campus Drive,19170,Fresher,15/07/2024,,240,229.0,5,6.0,0.0,7,,Active,Onsite,COMPANY CAB,6.66,26,41,56,60,6,3,High,3.0
EMP-0541,Vikram Kumar,emp-0025,,30/10/1997,VIKRAM.KUMAR@OUTLOOK.COM,Human Resources,assistant manager,chennai,Naukri,0,Experienced,28 Feb 2022,,240,214.0,6 days,8.0,12.0,11 times,,Active,Onsite,Company Cab,26.87 LPA,,34,72%,68%,2,1,HIGH,3.0
EMP-0542,  Deepa   Joshi ,,M,2001/10/19,DEEPA.JOSHI@GMAIL.COM,Sales,Manager,mumbai,Recruitment Agency,51800,Experienced,2024/05/27,,240,226.0,4,8.0,2.0,2,,Active,Onsite,Company Cab,18.35,37,5,59,67,5,4,Low,4.0
EMP-0543,  Meera   Reddy ,EMP-0025,F,27/03/1978,meera_reddy@gmail.com,Human Resources,EXECUTIVE,South - Bangalore,Walk-In,0,Fresher,2023/10/25,,240,224.0,5,8.0,3.0,5,,Active,hybrid,Own Vehicle,9.1,75,38,61,56,8,4,Medium,3.0
EMP-0544,ANANYA PATEL,DIR-0001,female,18 Jul 1986,  ananya82@yahoo.com ,Engineering,Manager,chennai,Recruitment Agency,51140,Experienced,2019/08/11,,240,223.0,7,5.0,5.0,14,,Active,HYBRID,COMPANY CAB,19.96,44,22,68,70,3,2,High,3.0
EMP-0545,Arun Iyer,EMP-0100,M,2006/03/27,arun.iyer@company.com,Technology,executive,Bengaluru,Walk-In,0,Fresher,2024-01-16,16/01/2025,240,210.0,11,10.0,9.0,16,Work-Life Balance / Burnout,Inactive,Onsite,Own Vehicle,18.64,14,24,64,65%,6,1,High,3.0
EMP-0546,Vikram Sharma,EMP-0350,Male,1984-03-24,vikram.sharma@company.com,Ops,Team Lead,North - Delhi,Naukri,0,Experienced,25 Jan 2023,,240,225.0,4,10.0,1.0,4,,Active,Hybrid,OWN VEHICLE,12.27,74,42,68%,79,6,3,Medium,4.0
EMP-0547,Pradeep Rao,EMP-0180,Male,2002-07-19,pradeep_rao@yahoo.com,Sales,  Executive ,CHENNAI,Employee Referral,2500,Fresher,2021/09/06,,240,223.0,6,8.0,3.0,1,,Active,onsite,Company Cab,6.28 LPA,49,18,64,65,6,3,Medium,3.0
EMP-0548,  Arun   Iyer ,EMP-0025,Male,1991-03-17,  arun92@gmail.com ,Human Resources,  Senior Executive ,mumbai,NAUKRI,0,Fresher,2020-12-11,07 Apr 2022,240,233.0,2,4.0,1.0,6,Better Compensation & Benefits,Inactive,Onsite,Own Vehicle,19.95,85,4,66,67,7,Low,Low,3.0
EMP-0549,Sanjay Reddy,,male,13 Feb 1982,sanjay_reddy@outlook.com,IT,  Manager ,North - Delhi,LinkedIn,0,experienced,27/07/2023,,240,224.0,5,8.0,3.0,3,,Active,Hybrid,Own Vehicle,16.25,65,10,63,59%,High,,Medium,3.0
EMP-0550,SANJAY PATEL,,Female,16 May 1975,  sanjay24@company.com ,Finance,  Manager ,North - Delhi,Naukri,0,Experienced,2022-05-22,,240,225.0,6,8.0,1.0,6,,Active,Onsite,COMPANY CAB,22.42,45,11,64,63,1,4,Low,3.0
EMP-0551,lakshmi rao,EMP-0140,male,2002-01-20,lakshmi.rao@gmail.com,Engineering,Team Lead,mumbai,NAUKRI,0,Experienced,10/06/2020,,240,227.0,6,6.0,1.0,7,,Active,Hybrid,Own Vehicle,,54,,56%,,4,3,Medium,5.0
EMP-0552,SURESH VENKATESH,EMP-0280,male,09/10/1996,  suresh97@outlook.com ,Finance,ASSISTANT MANAGER,South - Bangalore,walk-in,0,Experienced,2021/10/31,,240,223.0,6,9.0,2.0,6,,Active,hybrid,Own Vehicle,24.38,32,7,53,51,6,3,Low,3.0
EMP-0553,Divya Patel,EMP-0240,Female,1970/08/05,DIVYA.PATEL@YAHOO.COM,Marketing,team lead,mumbai,Naukri,0,EXPERIENCED,2018/12/02,,240,221.0,6,10.0,3.0,5,,,Onsite,,17.02 LPA,56,23,0.77,77%,8,3,Medium,3.0
EMP-0554,  Vijay   Joshi ,,,22 Oct 1986,  vijay54@company.com ,HR,manager,North - Delhi,LinkedIn,0,Experienced,2023-07-07,,240,225.0,5,10.0,0.0,6,,Active,Onsite,Own Vehicle,17.24,40,27,73,76,6,Low,Medium,3.0
EMP-0555,ramesh iyer,EMP-0140,,1999/06/08,ramesh_iyer@outlook.com,Engineering,assistant manager,mumbai,Walk-In,0,EXPERIENCED,2021-10-10,2022-11-15,240,227.0,4,9.0,0.0,7,Relocation / Personal Reasons,Inactive,Onsite,Company Cab,24.98,20,40,43,50,3,3,High,2.0
EMP-0556,anitha venkatesh,EMP-0100,Female,05-13-2000,anitha_venkatesh@company.com,IT,  Executive ,South - Bangalore,Recruitment Agency,51473,Fresher,2022-12-29,,240,228.0,6 days,6.0,0.0,8,,Active,WFH,Company Cab,13.39,19,35,47%,50,4,3,High,1.0
EMP-0557,  Ananya   Joshi ,EMP-0240,,05-09-1968,ananya_joshi@yahoo.com,Marketing,Executive,South - Chennai,Naukri,0,Experienced,29 Aug 2019,26/12/2020,240,226.0,4,9.0,1.0,1,Involuntary - Performance,Resigned,Hybrid,Company Cab,6.78,76,36,66,68%,6,3,High,2.0
EMP-0558,VIKRAM PATEL,EMP-0260,Male,19/05/1995,VIKRAM.PATEL@GMAIL.COM,Finance,SENIOR EXECUTIVE,West - Mumbai,Recruitment Agency,45175,Experienced,03-11-2022,2025-05-16,240,210.0,13,5.0,12.0,18,Work-Life Balance / Burnout,Inactive,HYBRID,company cab,4.21,23,20,64,67,5,2,High,4.0
EMP-0914,  Priya   Joshi ,EMP-0025,,06/01/1988,PRIYA.JOSHI@GMAIL.COM,HR,EXECUTIVE,South - Bangalore,Naukri,0,Fresher,2023-03-19,28/02/2025,240,216.0,12,5.0,7.0,8 times,Better Career Growth,Inactive,Onsite,Company Cab,22.0 LPA,89,7,59,60,3,1,High,3.0
EMP-0560,POOJA JOSHI,EMP-0180,Female,1996/01/03,  pooja2@yahoo.com ,Sales,  Executive ,West - Mumbai,Employee Referral,2500,Fresher,2019-06-03,2020-04-06,240,225.0,6,9.0,0.0,4,Involuntary - Restructuring,Inactive,Onsite,Own Vehicle,18.7,83,8,68,71,4,4,LOW,4.0
EMP-0561,MEERA PATEL,,male,04-15-1999,,Sales,,chennai,,,Experienced,2024/06/15,,240,229.0,2,7.0,2.0,7,,Active,hybrid,Company Cab,"INR 2,075,000",19 Hours,14,,57%,6,3,,3.0
EMP-0562,sneha singh,EMP-0300,,22 Jan 2003,sneha_singh@company.com,Operations,Senior Executive,DELHI,LINKEDIN,0,Experienced,2020/10/15,,240,229.0,3,7.0,1.0,7,,Active,Onsite,Company Cab,8.72,85,39,77,80,5,5,Medium,3.0
EMP-0563,Sanjay Reddy,EMP-0100,Male,1981-07-11,sanjay_reddy@company.com,Technology,senior executive,CHENNAI,Company Career Site,0,Experienced,06-07-2024,,240,221.0,6,10.0,3.0,1,,Active,Onsite,Own Vehicle,6.84,10,17,44,50,4,3,Medium,3.0
EMP-0564,Anitha Rao,EMP-0075,female,02 Jan 1983,anitha.rao@yahoo.com,Technology,executive,South - Chennai,Naukri,0,Experienced,14/07/2021,2021-12-07,240,228.0,3,8.0,1.0,6,Involuntary - Restructuring,Inactive,Onsite,Company Cab,3.86,14,41,51,55,5,5,HIGH,3.0
EMP-0565,VIKRAM RAO,EMP-0120,male,13/03/2001,  vikram67@outlook.com ,Engineering,  Assistant Manager ,North - Delhi,Naukri,0,Experienced,2023/12/16,2026-07-09,240,224.0,5,8.0,3.0,6,Work-Life Balance / Burnout,Inactive,Onsite,Company Cab,12.09 LPA,29,19,0.57,56%,3,5,Medium,3.0
EMP-0566,meera nair,EMP-0140,female,04-04-1992,meera_nair@gmail.com,Engineering,Team Lead,South - Chennai,Walk-In,0,Experienced,2018-06-24,27/04/2020,240,228.0,3,7.0,2.0,6,Better Compensation & Benefits,INACTIVE,Onsite,Own Vehicle,17.95,17,5,60%,67,6,3,Medium,1.0
EMP-0567,Vikram Reddy,EMP-0140,male,1990/12/14,vikram_reddy@company.com,Engineering,Senior Executive,DELHI,Company Career Site,0,Experienced,2023-03-04,24 Apr 2026,240,211.0,10,8.0,11.0,11,Work-Life Balance / Burnout,Resigned,Hybrid,Company Cab,13.11,52,11,65,69,10,1,High,3.0
EMP-0568,MEERA RAO,EMP-0320,Female,14/04/1983,meera.rao@gmail.com,Ops,assistant manager,South - Chennai,Employee Referral,5000,Experienced,22 Apr 2020,,240,229.0,3,6.0,2.0,4,,Active,Hybrid,Own Vehicle,14.22,85,1,63,72,5,4,LOW,1.0
EMP-0569,meera joshi,,female,,MEERA.JOSHI@COMPANY.COM,Technology,Manager,North - Delhi,LinkedIn,0,Experienced,12-07-2022,,240,224.0,4,10.0,2.0,4,,Active,Hybrid,Company Cab,25.65,10,6,55,64%,4,3,Medium,4.0
EMP-0570,anitha singh,EMP-0050,female,1992/03/21,ANITHA.SINGH@OUTLOOK.COM,IT,executive,South - Chennai,Walk-In,0,Fresher,01/07/2022,,240,226.0,5,6.0,3.0,6,,Active,Hybrid,Own Vehicle,12.03,66,15,65,61,9,Very High,MEDIUM,4.0
EMP-0571,  Divya   Nair ,DIR-0001,F,05-01-2005,DIVYA.NAIR@OUTLOOK.COM,IT,  Manager ,South - Chennai,Recruitment Agency,,Experienced,09-05-2018,,240,,,,,,,Active,Hybrid,company cab,16.09 LPA,,2,61%,0.59,9,1,High,3.0
EMP-0572,sneha singh,EMP-0120,,1990-08-31,SNEHA.SINGH@YAHOO.COM,Engineering,  Assistant Manager ,chennai,Company Career Site,0,Experienced,10-29-2022,,240,222.0,6,10.0,2.0,5,,Active,Hybrid,OWN VEHICLE,22.7,93,44,67,74,10,Low,High,3.0
EMP-0573,  Ramesh   Nair ,EMP-0240,M,10-01-2005,ramesh.nair@company.com,Marketing,Assistant Manager,DELHI,Recruitment Agency,79943,EXPERIENCED,10-05-2020,12/01/2023,240,213.0,7,8.0,12.0,14,Better Compensation & Benefits,INACTIVE,Work From Home,Own Vehicle,13.22,37,2,61,,4,2,Medium,2.0
EMP-0574,MANOJ REDDY,DIR-0001,M,10-06-1990,  manoj3@yahoo.com ,Marketing,manager,South - Chennai,Naukri,0,Experienced,23/07/2024,,240,223.0,5,10.0,2.0,3,,Active,Onsite,Company Cab,18.74,46,26,68,63,7,3,Medium,3.0
EMP-0575,  Suresh   Joshi ,EMP-0350,male,2001-12-08,  suresh65@yahoo.com ,Operations,ASSISTANT MANAGER,BENGALURU,LinkedIn,0,Experienced,04-19-2019,,240,230.0,4,4.0,2.0,2,,Active,Onsite,Own Vehicle,"$29,556",56,42,80,91,3,4,HIGH,3.0
EMP-0576,ananya reddy,EMP-0050,female,1993-09-04,ananya_reddy@gmail.com,IT,  Assistant Manager ,chennai,LinkedIn,0,Experienced,2018/06/24,14 Apr 2021,240,227.0,4,7.0,2.0,8,Work-Life Balance / Burnout,Resigned,Hybrid,Own Vehicle,,85,,71%,72,10,Low,Medium,3.0
EMP-0577,VIJAY RAO,EMP-0010,M,1978/08/04,vijay_rao@outlook.com,HR,Executive,North - Delhi,LinkedIn,0,FRESHER,15/01/2020,,240,230.0,3,5.0,2.0,5 times,,Active,onsite,Company Cab,7.1 LPA,46,37,0.62,67%,5,Low,high,3.0
EMP-0578,pooja nair,EMP-0025,F,1996/02/27,  pooja46@outlook.com ,Human Resources,executive,East - Kolkata,Employee Referral,2500,FRESHER,24 Sep 2022,,240,232.0,3,4.0,1.0,4,,Active,Onsite,Company Cab,26.2,58,32,63,65,5,3,High,3.0
EMP-0579,DEEPA SINGH,EMP-0025,F,06-28-1978,  deepa15@outlook.com ,HR,executive,North - Delhi,Company Career Site,0,Fresher,11-06-2021,,240,213.0,6,9.0,12.0,11,,Active,WFH,Company Cab,15.56,53,27,67,63,6,2,High,1.0
EMP-0580,  Ananya   Venkatesh ,EMP-0140,female,1997/11/30,ananya_venkatesh@company.com,Engineering,  Senior Executive ,North - Delhi,LinkedIn,0,Experienced,12-03-2018,,240,233.0,3,4.0,0.0,7,,Active,Hybrid,Own Vehicle,9.83,65,0,51,58,6,3,Low,4.0
EMP-0581,Sanjay Kumar,EMP-0025,M,16 Jan 2000,  sanjay23@outlook.com ,Human Resources,Assistant Manager,CHENNAI,naukri,0,Experienced,2022-08-16,,240,224.0,4,9.0,3.0,2,,ACTIVE,Onsite,Company Cab,"INR 1,475,000",37,7,59%,75%,10,3,MEDIUM,3.0
EMP-0582,  Arun   Kumar ,DIR-0001,M,1979-02-09,arun_kumar@company.com,H.R.,manager,CHENNAI,Company Career Site,0,experienced,03-07-2023,,240,232.0,3,4.0,1.0,7,,ACTIVE,Onsite,Own Vehicle,27.51,88,36,79,80,3,3,High,3.0
EMP-0583,VIKRAM SHARMA,EMP-0300,M,14/02/1994,  vikram85@outlook.com ,Operations,senior executive,West - Mumbai,Recruitment Agency,65070,Experienced,04-18-2020,,240,213.0,13,7.0,7.0,20,,Active,Hybrid,Company Cab,15.57 LPA,15,31,58,59,10,2,High,3.0
EMP-0584,  Vikram   Joshi ,EMP-0025,Male,16 Mar 1984,  vikram90@outlook.com ,Human Resources,assistant manager,CHENNAI,company career site,0,Experienced,12-23-2020,08/05/2021,240,228.0,4,6.0,2.0,1,Involuntary - Performance,Terminated,Hybrid,Company Cab,11.55,70,42,56,50,8,3,High,
EMP-0585,  Priya   Rao ,DIR-0001,F,03 Dec 1999,priya.rao@gmail.com,Operations,manager,DELHI,linkedin,0,Experienced,13/04/2024,,240,217.0,7,9.0,7.0,16,,Active,hybrid,Own Vehicle,19.02,29,36,51,60%,8,1,High,3.0
EMP-0586,  Priya   Kumar ,emp-0120,female,1971-09-04,priya.kumar@gmail.com,Engineering,EXECUTIVE,South - Bangalore,LINKEDIN,0,fresher,,,240,230.0,2 days,5.0,3.0,3,,Active,Onsite,Own Vehicle,9.38,-15,3 hrs,46%,52,5,4,Low,3.0
EMP-0587,arun joshi,EMP-0200,,31 Oct 1973,arun_joshi@gmail.com,Sales,  Executive ,West - Mumbai,Naukri,0,Experienced,16/09/2022,2025-09-22,240,225.0,2,10.0,3.0,8,Relocation / Personal Reasons,Resigned,Hybrid,own vehicle,5.36,11,29,61,55,2,3,High,3.0
EMP-0588,  Priya   Joshi ,EMP-0140,female,07-03-1971,priya_joshi@gmail.com,Engineering,Executive,chennai,Walk-In,0,Experienced,12-14-2020,,240,215.0,8,9.0,8.0,22,,Active,WFH,Company Cab,6.66,82,5,61,53,5,1,High,
EMP-0589,KARTHIK SHARMA,EMP-0025,male,1986/01/24,karthik_sharma@gmail.com,Human Resources,EXECUTIVE,South - Chennai,WALK-IN,0,fresher,07/12/2023,,240,222.0,6,4.0,8.0,17,,Active,Hybrid,Company Cab,6.64 LPA,46,18,,56%,2,1,High,4.0
EMP-0590,vikram rao,EMP-0300,M,08 Dec 2002,  vikram54@gmail.com ,Operations,  Senior Executive ,West - Mumbai,Company Career Site,0,Experienced,2020/05/15,,240,228.0,6,4.0,2.0,5,,Active,hybrid,OWN VEHICLE,7.22,29,31,58,64,3,3,High,3.0
EMP-0591,Divya Iyer,EMP-0075,F,18 Mar 1994,DIVYA.IYER@COMPANY.COM,IT,senior executive,chennai,Walk-In,0,EXPERIENCED,03 Jul 2018,,240,206.0,13,9.0,12.0,16,,Active,Onsite,Own Vehicle,"INR 690,000",35,8,65%,0.71,Low,2,High,2.0
EMP-0592,ANITHA SINGH,EMP-0025,male,28 Sep 1987,anitha_singh@outlook.com,HR,assistant manager,BENGALURU,Recruitment Agency,80613,Experienced,15/01/2018,,240,227.0,5,5.0,3.0,5,,Active,Hybrid,Company Cab,19.2,38,11,59,57,5,3,Medium,3.0
EMP-0593,Suresh Sharma,EMP-0025,M,13/09/1986,SURESH.SHARMA@GMAIL.COM,Human Resources,Team Lead,South - Chennai,Campus Drive,19192,Experienced,2021/02/13,,240,227.0,3,10.0,0.0,6,,Active,Onsite,Public Transport,7.96,10,10,56,61%,1,4,Low,3.0
EMP-0594,  Vijay   Iyer ,EMP-0320,M,13 Sep 1973,vijay.iyer@outlook.com,,SENIOR EXECUTIVE,BENGALURU,Naukri,0,Fresher,01-09-2021,,240,212.0,8,9.0,11.0,18,,Active,Hybrid,own vehicle,11.97,44,15,65,69,8,2,High,1.0
EMP-0595,PRIYA KUMAR,EMP-0200,female,1973/10/20,priya_kumar@yahoo.com,Sales & Mktg,Assistant Manager,South - Chennai,LINKEDIN,0,Experienced,08-29-2020,,240,215.0,10,9.0,6.0,8 times,,Active,Onsite,own vehicle,25.47 LPA,79,0,78,,5,2,High,5.0
EMP-0596,pradeep iyer,,,18/04/1973,,Operations,assistant manager,South - Chennai,,,Experienced,02 Feb 2023,,240,211.0,11,10.0,8.0,17,,Active,Work From Home,Company Cab,15.11,68,44,61%,62,1,2,,3.0
EMP-0597,SANJAY KUMAR,EMP-0100,,18/06/1969,sanjay_kumar@outlook.com,Technology,  Assistant Manager ,South - Bangalore,Naukri,0,,2020-12-25,,240,229.0,3,5.0,3.0,7,,ACTIVE,onsite,Own Vehicle,19.86,78,20,83,92%,7,Low,MEDIUM,2.0
EMP-0598,manoj singh,EMP-0100,male,1984-07-26,  manoj29@gmail.com ,Technology,  Senior Executive ,South - Chennai,Campus Drive,11945,Experienced,2022/10/07,,240,228.0,6,6.0,0.0,7,,,Hybrid,Own Vehicle,7.72,42,29,51,50,3,3,Medium,1.0
EMP-0599,Karthik Patel,EMP-0350,,1986-04-30,  karthik85@yahoo.com ,Operations,EXECUTIVE,North - Delhi,recruitment agency,72615,Fresher,03-09-2019,18/07/2019,240,232.0,2,5.0,1.0,8,Work-Life Balance / Burnout,Inactive,ONSITE,own vehicle,8.21,60,12,69,78,4,3,Medium,3.0
